latitude,longitude,photon height,confidence code
27.228241554678117,75.53628657205921,398.14233,4
27.228247858734882,75.53628705546237,391.40497,4
27.228247862060275,75.53628701162559,391.65402,4
27.228247864763283,75.53628697599311,391.85645,4
27.228254254542513,75.5362862822539,391.8101,4
27.22826064494311,75.53628560979118,391.64264,4
27.2282671378354,75.53628353907533,399.42236,4
27.228267035372262,75.53628491659423,391.59506,4
27.228273431747926,75.53628417443204,391.82544,4
27.2282734285706,75.5362842163171,391.5875,4
27.228279827104334,75.5362834252994,392.09756,4
27.22828629583585,75.53628168657204,397.99396,4
27.22829266244871,75.53628137698158,395.76837,4
27.228318180593856,75.53627934418127,391.39584,4
27.228318237485613,75.53627859419973,395.6567,4
27.2283181850499,75.53627928543895,391.72958,4
27.22832546837972,75.53626664690297,459.56558,0
27.2283245787481,75.5362785889715,391.70895,4
27.22832457768874,75.53627860293653,391.6296,4
27.228324638015625,75.5362778076702,396.14774,4
27.22833102990303,75.53627716428919,395.82523,4
27.228330969331704,75.53627796277908,391.2888,4
27.228330973440514,75.5362779086141,391.59653,4
27.22833736758835,75.53627721479441,391.56268,4
27.228337368715984,75.53627719992909,391.64713,4
27.228343765121068,75.53627650551998,391.61636,4
27.228350164701244,75.53627572363666,392.08585,4
27.22835017708606,75.53627556037148,393.0134,4
27.228350158322993,75.53627580771924,391.60812,4
27.228350168814274,75.53627566941589,392.39386,4
27.22835016402205,75.53627573259021,392.03497,4
27.22835657127183,75.53627490363642,392.7704,4
27.228356558735634,75.53627506889748,391.8315,4
27.228362959487583,75.53627430484866,392.2003,4
27.228369351781076,75.53627368136993,391.77014,4
27.22836934870133,75.53627372196956,391.5395,4
27.228382152140775,75.53627218894567,392.30954,4
27.228388540898603,75.53627162433352,391.54767,4
27.228394945698454,75.53627085227212,391.96527,4
27.22840134622588,75.5362701156033,392.18384,4
27.22840774782965,75.53626939364622,392.31857,4
27.228420539319128,75.53626806693957,391.92706,4
27.22842054290568,75.53626801965824,392.19568,4
27.22842694457184,75.53626730861393,392.27106,4
27.22842693552775,75.536267427842,391.5937,4
27.228426938700157,75.53626738602023,391.83127,4
27.2284269334901,75.53626745470426,391.44107,4
27.228433339064267,75.53626667105661,391.93094,4
27.228433339741596,75.53626666212733,391.9817,4
27.228446144196344,75.53626524438023,392.11206,4
27.228446143686085,75.536265251107,392.07385,4
27.228458937566945,75.53626393791626,391.61606,4
27.22845894453715,75.5362638460272,392.1381,4
27.228471746424866,75.53626246700829,392.05652,4
27.22847814347134,75.53626184681738,391.6226,4
27.228484553613896,75.53626103263457,392.29285,4
27.22849095255022,75.5362603947013,391.9614,4
27.228503760093535,75.53625897697498,392.1082,4
27.228503755335858,75.53625903969704,391.75183,4
27.22851657014228,75.53625751514959,392.51,4
27.228516558914972,75.53625766316385,391.6691,4
27.228522961967858,75.53625698831627,391.55154,4
27.22852296623625,75.53625693204421,391.87125,4
27.22852937332096,75.53625620741481,392.03735,4
27.22852936895099,75.5362562650262,391.71005,4
27.228535776750565,75.53625550935524,392.0545,4
27.22855498656508,75.53625346605928,391.82053,4
27.22855498517317,75.53625348440976,391.71628,4
27.228580604117635,75.53625071907872,391.6485,4
27.22858701092649,75.53625002687505,391.63757,4
27.228593416870492,75.5362493241334,391.6885,4
27.228612635179175,75.53624727817784,391.48975,4
27.228612637354527,75.53624724949799,391.65268,4
27.228625449868556,75.53624588703131,391.5159,4
27.228638265251845,75.53624449795716,391.53326,4
27.22863826537038,75.53624449639453,391.54214,4
27.228638261857117,75.53624454271407,391.279,4
27.228651079686824,75.5362431073403,391.5636,4
27.2286510795599,75.5362431090137,391.55408,4
27.228651077478244,75.53624313645878,391.39816,4
27.228657487788574,75.53624242934949,391.4803,4
27.22865749239387,75.53624236863186,391.82526,4
27.228663896639603,75.53624171912666,391.58203,4
27.228663889171482,75.53624181758921,391.02264,4
27.228670307093076,75.53624101533241,391.6468,4
27.228670306705045,75.53624102044834,391.61774,4
27.228670306116634,75.53624102820626,391.57364,4
27.2286767161894,75.53624033197669,391.59616,4
27.228683122322494,75.53623966522031,391.45312,4
27.22868311997143,75.536239696218,391.277,4
27.22868953156969,75.53623895987357,391.53003,4
27.228689532923266,75.53623894202718,391.63144,4
27.228695942739815,75.53623825658138,391.59482,4
27.228702345385702,75.53623764309201,391.15128,4
27.22870235134965,75.53623756445933,391.59802,4
27.22870235046729,75.53623757609294,391.53192,4
27.228708756833726,75.53623694088205,391.21133,4
27.228715171427847,75.53623617452659,391.63766,4
27.228721581957718,75.53623548901363,391.60425,4
27.22872158019696,75.53623551222894,391.47235,4
27.22872158086554,75.53623550341378,391.52243,4
27.228721581131786,75.53623549990337,391.54236,4
27.228740810338206,75.53623343809289,391.47845,4
27.22874081704279,75.53623334969303,391.98068,4
27.22875363129219,75.53623206299267,391.44202,4
27.22875362515046,75.5362321439717,390.98196,4
27.228760038849043,75.5362314295197,391.117,4
27.22876004001644,75.53623141412751,391.20444,4
27.228760039533988,75.53623142048863,391.1683,4
27.2287792735032,75.53622933298023,391.26236,4
27.22877927201734,75.53622935257177,391.15106,4
27.228785675723778,75.53622872847332,390.77765,4
27.22878568202512,75.53622864538801,391.2497,4
27.22879209177806,75.5362279925752,391.03775,4
27.228792093705167,75.53622796716553,391.18213,4
27.228798504866724,75.53622727259406,391.20923,4
27.228804912788537,75.5362266474933,390.84116,4
27.228811326978015,75.53622591648336,391.07654,4
27.228817741488786,75.53622520791082,391.1839,4
27.22882415135097,75.53622453728403,391.07745,4
27.228836975767745,75.53622316391667,391.04767,4
27.228849799029614,75.53622181186464,390.8992,4
27.228856214278682,75.5362211028084,391.0129,4
27.22886903606919,75.53621975368387,390.85245,4
27.228869036209804,75.53621975182975,390.86298,4
27.228869051030543,75.53621955640239,391.97324,4
27.228875454306976,75.53621900929589,391.1686,4
27.228875454424045,75.53621900775234,391.17737,4
27.22887545175157,75.53621904299192,390.97717,4
27.228881867419535,75.53621830877093,391.2373,4
27.228881866211985,75.53621832469383,391.14685,4
27.228888276839278,75.53621768317399,390.8797,4
27.228901105721853,75.53621627809942,391.0416,4
27.228907519130964,75.53621557836485,391.108,4
27.228920356837158,75.53621406349758,391.89688,4
27.228920346840635,75.53621419531706,391.14798,4
27.228920344644372,75.53621422427821,390.98346,4
27.228926760688683,75.53621351788941,391.0881,4
